1,ExUt
9,ExUt
1,ExUt
0,ExUt
2,ExUt
0,ExUt
12,ExUt
11,ExUt
6,ExUt
2,ExUt
4,ExUt
5,ExUt
1,ExUt
15,ExUt
2,ExUt
5,ExUt
5,ExUt
1,ExUt
4,ExUt
2,ExUt
11,ExUt
4,ExUt
13,ExUt
16,ExUt
9,ExUt
12,ExUt
14,ExUt
7,ExUt
13,ExUt
3,ExUt
4,ExUt
4,ExUt
9,ExUt
9,ExUt
9,ExUt
3,ExUt
13,ExUt
10,ExUt
11,ExUt
6,ExUt
10,ExUt
2,ExUt
16,ExUt
12,ExUt
0,ExUt
10,ExUt
0,ExUt
0,ExUt
16,ExUt
2,ExUt
7,ExUt
7,ExUt
11,ExUt
5,ExUt
13,ExUt
9,ExUt
12,ExUt
6,ExUt
7,ExUt
5,ExUt
7,ExUt
0,ExUt
0,ExUt
7,ExUt
8,ExUt
1,ExUt
8,ExUt
0,ExUt
0,ExUt
15,ExUt
8,ExUt
0,ExUt
4,ExUt
5,ExUt
4,ExUt
5,ExUt
4,ExUt
12,ExUt
2,ExUt
6,ExUt
10,ExUt
12,ExUt
1,ExUt
12,ExUt
2,ExUt
5,ExUt
4,ExUt
0,ExUt
4,ExUt
3,ExUt
1,ExUt
2,ExUt
0,ExUt
11,ExUt
0,ExUt
8,ExUt
7,ExUt
11,ExUt
0,ExUt
0,ExUt
0,ExUt
0,ExUt
9,ExUt
4,ExUt
4,ExUt
9,ExUt
8,ExUt
11,ExUt
13,ExUt
16,ExUt
8,ExUt
0,ExUt
4,ExUt
1,ExUt
5,ExUt
0,ExUt
7,ExUt
2,ExUt
1,ExUt
9,ExUt
11,ExUt
15,ExUt
2,ExUt
3,ExUt
0,ExUt
7,ExUt
16,ExUt
2,ExUt
17,ExUt
5,ExUt
7,ExUt
2,ExUt
13,ExUt
0,ExUt
4,ExUt
5,ExUt
13,ExUt
1,ExUt
7,ExUt
1,ExUt
13,ExUt
1,ExUt
13,ExUt
3,ExUt
3,ExUt
4,ExUt
1,ExUt
3,ExUt
4,ExUt
0,ExUt
2,ExUt
4,ExUt
7,ExUt
0,ExUt
5,ExUt
15,ExUt
9,ExUt
0,ExUt
8,ExUt
0,ExUt
6,ExUt
4,ExUt
8,ExUt
11,ExUt
7,ExUt
15,ExUt
8,ExUt
7,ExUt
2,ExUt
7,ExUt
6,ExUt
5,ExUt
6,ExUt
8,ExUt
0,ExUt
5,ExUt
2,ExUt
0,ExUt
2,ExUt
9,ExUt
7,ExUt
4,ExUt
2,ExUt
10,ExUt
5,ExUt
1,ExUt
1,ExUt
0,ExUt
12,ExUt
1,ExUt
6,ExUt
0,ExUt
6,ExUt
6,ExUt
7,ExUt
13,ExUt
1,ExUt
1,ExUt
1,ExUt
11,ExUt
11,ExUt
5,ExUt
7,ExUt
0,ExUt
9,ExUt
0,ExUt
16,ExUt
3,ExUt
4,ExUt
6,ExUt
11,ExUt
2,ExUt
0,ExUt
14,ExUt
5,ExUt
5,ExUt
2,ExUt
7,ExUt
16,ExUt
5,ExUt
0,ExUt
2,ExUt
0,ExUt
0,ExUt
6,ExUt
5,ExUt
0,ExUt
4,ExUt
4,ExUt
0,ExUt
7,ExUt
2,ExUt
12,ExUt
12,ExUt
7,ExUt
7,ExUt
2,ExUt
13,ExUt
7,ExUt
6,ExUt
11,ExUt
9,ExUt
2,ExUt
12,ExUt
2,ExUt
19,ExUt
2,ExUt
9,ExUt
15,ExUt
4,ExUt
8,ExUt
5,ExUt
1,ExUt
1,ExUt
11,ExUt
11,ExUt
13,ExUt
4,ExUt
0,ExUt
13,ExUt
9,ExUt
12,ExUt
7,ExUt
4,ExUt
4,ExUt
1,ExUt
5,ExUt
7,ExUt
2,ExUt
6,ExUt
4,ExUt
4,ExUt
6,ExUt
2,ExUt
7,ExUt
13,ExUt
3,ExUt
9,ExUt
2,ExUt
12,ExUt
2,ExUt
0,ExUt
5,ExUt
2,ExUt
8,ExUt
1,ExUt
1,ExUt
13,ExUt
12,ExUt
8,ExUt
0,ExUt
15,ExUt
11,ExUt
4,ExUt
1,ExUt
3,ExUt
1,ExUt
1,ExUt
19,ExUt
1,ExUt
7,ExUt
15,ExUt
16,ExUt
1,ExUt
0,ExUt
13,ExUt
9,ExUt
9,ExUt
0,ExUt
4,ExUt
7,ExUt
4,ExUt
5,ExUt
11,ExUt
12,ExUt
3,ExUt
9,ExUt
5,ExUt
2,ExUt
13,ExUt
1,ExUt
15,ExUt
1,ExUt
1,ExUt
1,ExUt
1,ExUt
12,ExUt
11,ExUt
4,ExUt
0,ExUt
6,ExUt
4,ExUt
7,ExUt
9,ExUt
1,ExUt
2,ExUt
19,ExUt
11,ExUt
6,ExUt
4,ExUt
12,ExUt
17,ExUt
1,ExUt
3,ExUt
0,ExUt
1,ExUt
12,ExUt
0,ExUt
7,ExUt
10,ExUt
9,ExUt
5,ExUt
11,ExUt
0,ExUt
2,ExUt
0,ExUt
0,ExUt
5,ExUt
7,ExUt
2,ExUt
0,ExUt
6,ExUt
4,ExUt
15,ExUt
1,ExUt
5,ExUt
4,ExUt
0,ExUt
1,ExUt
0,ExUt
2,ExUt
1,ExUt
0,ExUt
1,ExUt
15,ExUt
4,ExUt
4,ExUt
2,ExUt
9,ExUt
5,ExUt
3,ExUt
4,ExUt
10,ExUt
8,ExUt
9,ExUt
1,ExUt
13,ExUt
2,ExUt
11,ExUt
4,ExUt
4,ExUt
6,ExUt
9,ExUt
4,ExUt
1,ExUt
13,ExUt
4,ExUt
1,ExUt
1,ExUt
6,ExUt
13,ExUt
5,ExUt
0,ExUt
2,ExUt
0,ExUt
7,ExUt
7,ExUt
4,ExUt
10,ExUt
0,ExUt
2,ExUt
12,ExUt
2,ExUt
12,ExUt
12,ExUt
0,ExUt
9,ExUt
4,ExUt
0,ExUt
3,ExUt
2,ExUt
1,ExUt
4,ExUt
15,ExUt
8,ExUt
8,ExUt
4,ExUt
16,ExUt
3,ExUt
2,ExUt
5,ExUt
4,ExUt
0,ExUt
3,ExUt
1,ExUt
7,ExUt
1,ExUt
6,ExUt
9,ExUt
5,ExUt
8,ExUt
3,ExUt
6,ExUt
2,ExUt
9,ExUt
2,ExUt
6,ExUt
6,ExUt
8,ExUt
14,ExUt
10,ExUt
1,ExUt
1,ExUt
11,ExUt
3,ExUt
1,ExUt
1,ExUt
2,ExUt
4,ExUt
2,ExUt
14,ExUt
2,ExUt
6,ExUt
19,ExUt
4,ExUt
9,ExUt
10,ExUt
6,ExUt
1,ExUt
19,ExUt
5,ExUt
4,ExUt
9,ExUt
12,ExUt
2,ExUt
8,ExUt
7,ExUt
8,ExUt
3,ExUt
13,ExUt
13,ExUt
5,ExUt
11,ExUt
2,ExUt
0,ExUt
2,ExUt
2,ExUt
11,ExUt
13,ExUt
13,ExUt
11,ExUt
2,ExUt
0,ExUt
6,ExUt
8,ExUt
6,ExUt
4,ExUt
0,ExUt
1,ExUt
3,ExUt
15,ExUt
0,ExUt
0,ExUt
12,ExUt
11,ExUt
19,ExUt
0,ExUt
2,ExUt
7,ExUt
4,ExUt
0,ExUt
9,ExUt
5,ExUt
14,ExUt
1,ExUt
11,ExUt
9,ExUt
0,ExUt
12,ExUt
7,ExUt
0,ExUt
7,ExUt
6,ExUt
5,ExUt
8,ExUt
0,ExUt
5,ExUt
2,ExUt
0,ExUt
2,ExUt
2,ExUt
9,ExUt
1,ExUt
4,ExUt
4,ExUt
12,ExUt
5,ExUt
0,ExUt
6,ExUt
2,ExUt
2,ExUt
1,ExUt
10,ExUt
5,ExUt
1,ExUt
1,ExUt
7,ExUt
8,ExUt
4,ExUt
0,ExUt
1,ExUt
1,ExUt
0,ExUt
15,ExUt
5,ExUt
6,ExUt
10,ExUt
4,ExUt
7,ExUt
2,ExUt
1,ExUt
3,ExUt
8,ExUt
13,ExUt
0,ExUt
3,ExUt
13,ExUt
9,ExUt
2,ExUt
12,ExUt
1,ExUt
6,ExUt
1,ExUt
7,ExUt
13,ExUt
14,ExUt
4,ExUt
9,ExUt
5,ExUt
2,ExUt
6,ExUt
0,ExUt
13,ExUt
1,ExUt
0,ExUt
2,ExUt
1,ExUt
6,ExUt
6,ExUt
6,ExUt
3,ExUt
1,ExUt
12,ExUt
1,ExUt
5,ExUt
4,ExUt
5,ExUt
3,ExUt
7,ExUt
0,ExUt
2,ExUt
2,ExUt
5,ExUt
5,ExUt
13,ExUt
2,ExUt
1,ExUt
1,ExUt
4,ExUt
3,ExUt
5,ExUt
0,ExUt
4,ExUt
2,ExUt
5,ExUt
12,ExUt
8,ExUt
19,ExUt
8,ExUt
2,ExUt
10,ExUt
0,ExUt
4,ExUt
9,ExUt
1,ExUt
2,ExUt
3,ExUt
7,ExUt
0,ExUt
5,ExUt
2,ExUt
2,ExUt
5,ExUt
4,ExUt
1,ExUt
1,ExUt
2,ExUt
7,ExUt
1,ExUt
11,ExUt
12,ExUt
9,ExUt
0,ExUt
0,ExUt
0,ExUt
6,ExUt
1,ExUt
5,ExUt
3,ExUt
11,ExUt
11,ExUt
2,ExUt
11,ExUt
2,ExUt
8,ExUt
5,ExUt
0,ExUt
6,ExUt
8,ExUt
1,ExUt
1,ExUt
0,ExUt
9,ExUt
5,ExUt
1,ExUt
5,ExUt
5,ExUt
4,ExUt
15,ExUt
1,ExUt
6,ExUt
6,ExUt
1,ExUt
8,ExUt
1,ExUt
4,ExUt
4,ExUt
0,ExUt
6,ExUt
4,ExUt
6,ExUt
4,ExUt
1,ExUt
9,ExUt
9,ExUt
2,ExUt
9,ExUt
12,ExUt
13,ExUt
2,ExUt
5,ExUt
6,ExUt
1,ExUt
1,ExUt
11,ExUt
12,ExUt
0,ExUt
5,ExUt
3,ExUt
3,ExUt
4,ExUt
0,ExUt
1,ExUt
8,ExUt
8,ExUt
12,ExUt
2,ExUt
1,ExUt
12,ExUt
0,ExUt
1,ExUt
6,ExUt
7,ExUt
11,ExUt
4,ExUt
2,ExUt
1,ExUt
15,ExUt
6,ExUt
5,ExUt
11,ExUt
0,ExUt
9,ExUt
5,ExUt
1,ExUt
11,ExUt
2,ExUt
4,ExUt
0,ExUt
3,ExUt
5,ExUt
4,ExUt
5,ExUt
7,ExUt
2,ExUt
13,ExUt
1,ExUt
2,ExUt
8,ExUt
11,ExUt
2,ExUt
6,ExUt
2,ExUt
5,ExUt
0,ExUt
9,ExUt
13,ExUt
7,ExUt
1,ExUt
2,ExUt
1,ExUt
2,ExUt
9,ExUt
2,ExUt
9,ExUt
5,ExUt
9,ExUt
5,ExUt
5,ExUt
1,ExUt
11,ExUt
3,ExUt
4,ExUt
1,ExUt
1,ExUt
5,ExUt
0,ExUt
2,ExUt
2,ExUt
13,ExUt
1,ExUt
5,ExUt
4,ExUt
9,ExUt
2,ExUt
5,ExUt
5,ExUt
9,ExUt
4,ExUt
11,ExUt
13,ExUt
2,ExUt
5,ExUt
1,ExUt
13,ExUt
6,ExUt
0,ExUt
2,ExUt
1,ExUt
9,ExUt
13,ExUt
0,ExUt
4,ExUt
11,ExUt
1,ExUt
11,ExUt
1,ExUt
2,ExUt
0,ExUt
12,ExUt
13,ExUt
16,ExUt
6,ExUt
0,ExUt
5,ExUt
1,ExUt
0,ExUt
1,ExUt
4,ExUt
11,ExUt
1,ExUt
15,ExUt
9,ExUt
1,ExUt
2,ExUt
4,ExUt
1,ExUt
4,ExUt
4,ExUt
5,ExUt
4,ExUt
4,ExUt
11,ExUt
0,ExUt
13,ExUt
1,ExUt
4,ExUt
2,ExUt
12,ExUt
9,ExUt
9,ExUt
3,ExUt
3,ExUt
1,ExUt
2,ExUt
7,ExUt
1,ExUt
5,ExUt
13,ExUt
12,ExUt
0,ExUt
1,ExUt
2,ExUt
0,ExUt
2,ExUt
11,ExUt
12,ExUt
11,ExUt
5,ExUt
5,ExUt
12,ExUt
8,ExUt
3,ExUt
7,ExUt
7,ExUt
8,ExUt
5,ExUt
1,ExUt
0,ExUt
7,ExUt
2,ExUt
4,ExUt
7,ExUt
6,ExUt
1,ExUt
1,ExUt
10,ExUt
5,ExUt
6,ExUt
6,ExUt
6,ExUt
2,ExUt
6,ExUt
11,ExUt
9,ExUt
1,ExUt
6,ExUt
1,ExUt
1,ExUt
2,ExUt
17,ExUt
11,ExUt
3,ExUt
5,ExUt
5,ExUt
9,ExUt
8,ExUt
6,ExUt
11,ExUt
6,ExUt
6,ExUt
17,ExUt
2,ExUt
5,ExUt
7,ExUt
2,ExUt
2,ExUt
1,ExUt
9,ExUt
2,ExUt
0,ExUt
0,ExUt
9,ExUt
1,ExUt
16,ExUt
5,ExUt
7,ExUt
6,ExUt
13,ExUt
2,ExUt
5,ExUt
2,ExUt
6,ExUt
1,ExUt
7,ExUt
8,ExUt
4,ExUt
4,ExUt
4,ExUt
11,ExUt
11,ExUt
0,ExUt
8,ExUt
4,ExUt
7,ExUt
2,ExUt
5,ExUt
3,ExUt
4,ExUt
15,ExUt
12,ExUt
9,ExUt
2,ExUt
1,ExUt
13,ExUt
9,ExUt
6,ExUt
6,ExUt
12,ExUt
5,ExUt
11,ExUt
6,ExUt
4,ExUt
2,ExUt
4,ExUt
1,ExUt
5,ExUt
3,ExUt
8,ExUt
6,ExUt
6,ExUt
9,ExUt
1,ExUt
4,ExUt
10,ExUt
8,ExUt
8,ExUt
0,ExUt
6,ExUt
17,ExUt
13,ExUt
6,ExUt
0,ExUt
1,ExUt
9,ExUt
8,ExUt
13,ExUt
4,ExUt
0,ExUt
6,ExUt
7,ExUt
3,ExUt
10,ExUt
1,ExUt
13,ExUt
4,ExUt
6,ExUt
2,ExUt
8,ExUt
2,ExUt
8,ExUt
7,ExUt
3,ExUt
13,ExUt
16,ExUt
1,ExUt
5,ExUt
4,ExUt
11,ExUt
12,ExUt
5,ExUt
11,ExUt
1,ExUt
1,ExUt
13,ExUt
4,ExUt
2,ExUt
1,ExUt
2,ExUt
2,ExUt
0,ExUt
2,ExUt
0,ExUt
5,ExUt
8,ExUt
14,ExUt
12,ExUt
0,ExUt
9,ExUt
0,ExUt
7,ExUt
2,ExUt
2,ExUt
8,ExUt
2,ExUt
5,ExUt
6,ExUt
1,ExUt
1,ExUt
4,ExUt
10,ExUt
12,ExUt
9,ExUt
9,ExUt
12,ExUt
0,ExUt
1,ExUt
0,ExUt
2,ExUt
8,ExUt
12,ExUt
2,ExUt
19,ExUt
8,ExUt
7,ExUt
2,ExUt
5,ExUt
0,ExUt
5,ExUt
3,ExUt
13,ExUt
10,ExUt
4,ExUt
11,ExUt
11,ExUt
2,ExUt
16,ExUt
5,ExUt
4,ExUt
2,ExUt
12,ExUt
8,ExUt
0,ExUt
7,ExUt
0,ExUt
9,ExUt
2,ExUt
13,ExUt
17,ExUt
2,ExUt
11,ExUt
11,ExUt
0,ExUt
6,ExUt
1,ExUt
4,ExUt
5,ExUt
5,ExUt
0,ExUt
1,ExUt
4,ExUt
11,ExUt
17,ExUt
16,ExUt
9,ExUt
7,ExUt
1,ExUt
10,ExUt
2,ExUt
6,ExUt
5,ExUt
2,ExUt
15,ExUt
7,ExUt
6,ExUt
12,ExUt
0,ExUt
6,ExUt
5,ExUt
4,ExUt
5,ExUt
15,ExUt
16,ExUt
0,ExUt
4,ExUt
0,ExUt
4,ExUt
5,ExUt
12,ExUt
8,ExUt
4,ExUt
5,ExUt
0,ExUt
6,ExUt
12,ExUt
4,ExUt
0,ExUt
5,ExUt
12,ExUt
1,ExUt
10,ExUt
1,ExUt
5,ExUt
3,ExUt
4,ExUt
4,ExUt
12,ExUt
2,ExUt
6,ExUt
1,ExUt
2,ExUt
8,ExUt
7,ExUt
11,ExUt
4,ExUt
7,ExUt
5,ExUt
0,ExUt
9,ExUt
1,ExUt
3,ExUt
6,ExUt
6,ExUt
8,ExUt
8,ExUt
5,ExUt
5,ExUt
12,ExUt
0,ExUt
1,ExUt
2,ExUt
1,ExUt
1,ExUt
5,ExUt
1,ExUt
0,ExUt
0,ExUt
9,ExUt
4,ExUt
0,ExUt
13,ExUt
5,ExUt
1,ExUt
6,ExUt
8,ExUt
1,ExUt
9,ExUt
12,ExUt
9,ExUt
12,ExUt
11,ExUt
11,ExUt
4,ExUt
3,ExUt
12,ExUt
1,ExUt
5,ExUt
5,ExUt
2,ExUt
3,ExUt
8,ExUt
2,ExUt
13,ExUt
3,ExUt
9,ExUt
7,ExUt
10,ExUt
7,ExUt
4,ExUt
2,ExUt
6,ExUt
6,ExUt
12,ExUt
1,ExUt
5,ExUt
8,ExUt
6,ExUt
13,ExUt
1,ExUt
4,ExUt
1,ExUt
2,ExUt
5,ExUt
7,ExUt
0,ExUt
1,ExUt
5,ExUt
7,ExUt
2,ExUt
5,ExUt
0,ExUt
7,ExUt
7,ExUt
1,ExUt
0,ExUt
11,ExUt
1,ExUt
13,ExUt
2,ExUt
6,ExUt
4,ExUt
12,ExUt
6,ExUt
4,ExUt
9,ExUt
17,ExUt
9,ExUt
6,ExUt
0,ExUt
6,ExUt
7,ExUt
6,ExUt
9,ExUt
3,ExUt
4,ExUt
0,ExUt
14,ExUt
2,ExUt
13,ExUt
0,ExUt
3,ExUt
2,ExUt
6,ExUt
9,ExUt
0,ExUt
6,ExUt
1,ExUt
0,ExUt
4,ExUt
9,ExUt
15,ExUt
8,ExUt
0,ExUt
2,ExUt
9,ExUt
4,ExUt
7,ExUt
0,ExUt
0,ExUt
14,ExUt
9,ExUt
6,ExUt
4,ExUt
0,ExUt
7,ExUt
0,ExUt
5,ExUt
4,ExUt
1,ExUt
2,ExUt
4,ExUt
8,ExUt
8,ExUt
2,ExUt
0,ExUt
11,ExUt
6,ExUt
7,ExUt
6,ExUt
7,ExUt
0,ExUt
3,ExUt
8,ExUt
2,ExUt
8,ExUt
1,ExUt
9,ExUt
13,ExUt
2,ExUt
2,ExUt
9,ExUt
8,ExUt
6,ExUt
2,ExUt
8,ExUt
0,ExUt
9,ExUt
4,ExUt
1,ExUt
2,ExUt
3,ExUt
0,ExUt
2,ExUt
1,ExUt
2,ExUt
14,ExUt
11,ExUt
4,ExUt
11,ExUt
16,ExUt
11,ExUt
3,ExUt
5,ExUt
9,ExUt
0,ExUt
6,ExUt
12,ExUt
12,ExUt
12,ExUt
7,ExUt
6,ExUt
1,ExUt
3,ExUt
8,ExUt
9,ExUt
9,ExUt
1,ExUt
2,ExUt
8,ExUt
0,ExUt
1,ExUt
0,ExUt
16,ExUt
0,ExUt
5,ExUt
19,ExUt
4,ExUt
8,ExUt
8,ExUt
14,ExUt
4,ExUt
6,ExUt
9,ExUt
8,ExUt
12,ExUt
12,ExUt
0,ExUt
15,ExUt
1,ExUt
1,ExUt
1,ExUt
5,ExUt
2,ExUt
2,ExUt
11,ExUt
4,ExUt
3,ExUt
11,ExUt
6,ExUt
2,ExUt
2,ExUt
12,ExUt
5,ExUt
5,ExUt
1,ExUt
0,ExUt
2,ExUt
4,ExUt
2,ExUt
1,ExUt
6,ExUt
10,ExUt
8,ExUt
2,ExUt
5,ExUt
16,ExUt
2,ExUt
13,ExUt
12,ExUt
3,ExUt
6,ExUt
4,ExUt
2,ExUt
7,ExUt
1,ExUt
1,ExUt
1,ExUt
9,ExUt
0,ExUt
4,ExUt
11,ExUt
2,ExUt
8,ExUt
6,ExUt
6,ExUt
2,ExUt
4,ExUt
2,ExUt
2,ExUt
8,ExUt
11,ExUt
0,ExUt
4,ExUt
0,ExUt
7,ExUt
12,ExUt
13,ExUt
0,ExUt
6,ExUt
2,ExUt
8,ExUt
4,ExUt
1,ExUt
5,ExUt
5,ExUt
2,ExUt
5,ExUt
2,ExUt
0,ExUt
1,ExUt
2,ExUt
1,ExUt
0,ExUt
9,ExUt
7,ExUt
6,ExUt
1,ExUt
6,ExUt
2,ExUt
4,ExUt
11,ExUt
1,ExUt
6,ExUt
1,ExUt
6,ExUt
2,ExUt
0,ExUt
6,ExUt
11,ExUt
1,ExUt
4,ExUt
1,ExUt
1,ExUt
3,ExUt
2,ExUt
4,ExUt
17,ExUt
4,ExUt
1,ExUt
0,ExUt
8,ExUt
5,ExUt
9,ExUt
12,ExUt
2,ExUt
0,ExUt
17,ExUt
7,ExUt
1,ExUt
1,ExUt
5,ExUt
16,ExUt
7,ExUt
8,ExUt
0,ExUt
14,ExUt
12,ExUt
2,ExUt
4,ExUt
15,ExUt
0,ExUt
9,ExUt
4,ExUt
13,ExUt
12,ExUt
1,ExUt
9,ExUt
4,ExUt
0,ExUt
0,ExUt
5,ExUt
6,ExUt
1,ExUt
5,ExUt
10,ExUt
6,ExUt
11,ExUt
4,ExUt
5,ExUt
7,ExUt
2,ExUt
8,ExUt
8,ExUt
6,ExUt
11,ExUt
0,ExUt
9,ExUt
13,ExUt
7,ExUt
2,ExUt
1,ExUt
4,ExUt
12,ExUt
6,ExUt
1,ExUt
3,ExUt
11,ExUt
2,ExUt
1,ExUt
11,ExUt
2,ExUt
7,ExUt
11,ExUt
10,ExUt
1,ExUt
1,ExUt
1,ExUt
8,ExUt
1,ExUt
10,ExUt
5,ExUt
1,ExUt
3,ExUt
1,ExUt
4,ExUt
7,ExUt
9,ExUt
11,ExUt
5,ExUt
1,ExUt
13,ExUt
17,ExUt
7,ExUt
6,ExUt
11,ExUt
14,ExUt
15,ExUt
10,ExUt
5,ExUt
8,ExUt
4,ExUt
6,ExUt
7,ExUt
4,ExUt
4,ExUt
12,ExUt
1,ExUt
2,ExUt
5,ExUt
13,ExUt
8,ExUt
1,ExUt
7,ExUt
0,ExUt
2,ExUt
5,ExUt
4,ExUt
8,ExUt
2,ExUt
1,ExUt
4,ExUt
3,ExUt
1,ExUt
1,ExUt
4,ExUt
8,ExUt
12,ExUt
1,ExUt
3,ExUt
1,ExUt
8,ExUt
1,ExUt
6,ExUt
4,ExUt
1,ExUt
0,ExUt
6,ExUt
3,ExUt
4,ExUt
2,ExUt
0,ExUt
11,ExUt
9,ExUt
4,ExUt
4,ExUt
3,ExUt
11,ExUt
1,ExUt
4,ExUt
6,ExUt
5,ExUt
8,ExUt
1,ExUt
2,ExUt
1,ExUt
4,ExUt
0,ExUt
1,ExUt
6,ExUt
2,ExUt
13,ExUt
9,ExUt
4,ExUt
17,ExUt
1,ExUt
0,ExUt
4,ExUt
11,ExUt
1,ExUt
4,ExUt
9,ExUt
12,ExUt
1,ExUt
2,ExUt
16,ExUt
16,ExUt
2,ExUt
12,ExUt
1,ExUt
14,ExUt
4,ExUt
1,ExUt
10,ExUt
6,ExUt
8,ExUt
8,ExUt
14,ExUt
9,ExUt
6,ExUt
19,ExUt
13,ExUt
2,ExUt
5,ExUt
12,ExUt
6,ExUt
4,ExUt
17,ExUt
3,ExUt
8,ExUt
0,ExUt
6,ExUt
4,ExUt
9,ExUt
9,ExUt
1,ExUt
18,ExUt
11,ExUt
0,ExUt
0,ExUt
11,ExUt
10,ExUt
5,ExUt
3,ExUt
3,ExUt
14,ExUt
8,ExUt
8,ExUt
0,ExUt
13,ExUt
4,ExUt
4,ExUt
1,ExUt
11,ExUt
2,ExUt
10,ExUt
4,ExUt
4,ExUt
0,ExUt
11,ExUt
7,ExUt
2,ExUt
1,ExUt
2,ExUt
4,ExUt
9,ExUt
1,ExUt
1,ExUt
6,ExUt
15,ExUt
8,ExUt
5,ExUt
11,ExUt
11,ExUt
4,ExUt
15,ExUt
19,ExUt
9,ExUt
18,ExUt
9,ExUt
2,ExUt
11,ExUt
7,ExUt
2,ExUt
6,ExUt
0,ExUt
6,ExUt
5,ExUt
10,ExUt
0,ExUt
5,ExUt
8,ExUt
12,ExUt
0,ExUt
1,ExUt
0,ExUt
7,ExUt
7,ExUt
5,ExUt
16,ExUt
0,ExUt
3,ExUt
8,ExUt
4,ExUt
12,ExUt
15,ExUt
2,ExUt
0,ExUt
0,ExUt
9,ExUt
12,ExUt
6,ExUt
6,ExUt
14,ExUt
10,ExUt
1,ExUt
14,ExUt
0,ExUt
4,ExUt
12,ExUt
0,ExUt
6,ExUt
5,ExUt
1,ExUt
1,ExUt
1,ExUt
0,ExUt
1,ExUt
5,ExUt
1,ExUt
2,ExUt
5,ExUt
1,ExUt
2,ExUt
7,ExUt
13,ExUt
4,ExUt
15,ExUt
5,ExUt
11,ExUt
11,ExUt
0,ExUt
17,ExUt
1,ExUt
1,ExUt
5,ExUt
6,ExUt
7,ExUt
4,ExUt
4,ExUt
0,ExUt
4,ExUt
6,ExUt
7,ExUt
6,ExUt
7,ExUt
5,ExUt
13,ExUt
5,ExUt
13,ExUt
1,ExUt
1,ExUt
0,ExUt
0,ExUt
12,ExUt
3,ExUt
16,ExUt
4,ExUt
7,ExUt
7,ExUt
9,ExUt
5,ExUt
4,ExUt
9,ExUt
4,ExUt
13,ExUt
10,ExUt
6,ExUt
15,ExUt
2,ExUt
4,ExUt
1,ExUt
1,ExUt
17,ExUt
5,ExUt
12,ExUt
0,ExUt
12,ExUt
6,ExUt
12,ExUt
13,ExUt
7,ExUt
3,ExUt
13,ExUt
2,ExUt
7,ExUt
5,ExUt
9,ExUt
5,ExUt
1,ExUt
0,ExUt
1,ExUt
1,ExUt
1,ExUt
1,ExUt
2,ExUt
8,ExUt
6,ExUt
0,ExUt
12,ExUt
17,ExUt
12,ExUt
0,ExUt
4,ExUt
6,ExUt
0,ExUt
1,ExUt
0,ExUt
5,ExUt
6,ExUt
11,ExUt
11,ExUt
3,ExUt
0,ExUt
0,ExUt
5,ExUt
1,ExUt
4,ExUt
5,ExUt
10,ExUt
12,ExUt
6,ExUt
3,ExUt
8,ExUt
0,ExUt
4,ExUt
6,ExUt
1,ExUt
6,ExUt
16,ExUt
9,ExUt
0,ExUt
4,ExUt
5,ExUt
13,ExUt
5,ExUt
9,ExUt
2,ExUt
9,ExUt
8,ExUt
2,ExUt
0,ExUt
4,ExUt
0,ExUt
2,ExUt
0,ExUt
4,ExUt
9,ExUt
7,ExUt
2,ExUt
5,ExUt
1,ExUt
6,ExUt
10,ExUt
0,ExUt
5,ExUt
1,ExUt
0,ExUt
6,ExUt
16,ExUt
1,ExUt
9,ExUt
0,ExUt
5,ExUt
0,ExUt
11,ExUt
0,ExUt
6,ExUt
5,ExUt
4,ExUt
17,ExUt
5,ExUt
6,ExUt
1,ExUt
7,ExUt
1,ExUt
13,ExUt
4,ExUt
1,ExUt
12,ExUt
16,ExUt
1,ExUt
12,ExUt
11,ExUt
4,ExUt
4,ExUt
4,ExUt
3,ExUt
5,ExUt
1,ExUt
2,ExUt
0,ExUt
4,ExUt
3,ExUt
9,ExUt
6,ExUt
4,ExUt
0,ExUt
0,ExUt
6,ExUt
2,ExUt
1,ExUt
0,ExUt
2,ExUt
5,ExUt
1,ExUt
0,ExUt
0,ExUt
11,ExUt
4,ExUt
5,ExUt
2,ExUt
0,ExUt
10,ExUt
9,ExUt
0,ExUt
0,ExUt
0,ExUt
12,ExUt
2,ExUt
9,ExUt
6,ExUt
0,ExUt
13,ExUt
1,ExUt
9,ExUt
4,ExUt
1,ExUt
8,ExUt
9,ExUt
1,ExUt
8,ExUt
0,ExUt
7,ExUt
1,ExUt
6,ExUt
2,ExUt
5,ExUt
5,ExUt
3,ExUt
4,ExUt
1,ExUt
1,ExUt
12,ExUt
3,ExUt
13,ExUt
12,ExUt
16,ExUt
1,ExUt
0,ExUt
3,ExUt
1,ExUt
5,ExUt
6,ExUt
5,ExUt
7,ExUt
4,ExUt
5,ExUt
9,ExUt
15,ExUt
12,ExUt
7,ExUt
11,ExUt
0,ExUt
1,ExUt
7,ExUt
9,ExUt
9,ExUt
11,ExUt
5,ExUt
0,ExUt
6,ExUt
0,ExUt
12,ExUt
9,ExUt
13,ExUt
11,ExUt
8,ExUt
5,ExUt
8,ExUt
6,ExUt
2,ExUt
4,ExUt
2,ExUt
11,ExUt
11,ExUt
2,ExUt
4,ExUt
12,ExUt
8,ExUt
2,ExUt
